SiteId,Year,Monthname,StartDate,IndicatorId,Sector,Output,Activity,Header_Indicator,Master_Indicator,Indicator,Pop_Tag,Gender_Tag,Age_Tag,Type_Tag,Partner,LocationType,LocationName,Gov_Pcode,Governorate,Caza_Pcode,Caza,Cad_Pcode,Cadastral,LCRP_Result,Funded_by,Sector_of_funding,Value,ValueofPop,ValueofGender,ValueofAge,Calculate_Value,Area
1655563659,2015,Jan,1/1/2015,2144655967,Protection,PRT -2.1. Community-based protection,PRT-2.1.2. Activities(Cmty Dev. Centres),# individuals participating in SDC activities,# individuals participating in SDC activities,Female - # individuals participating in SDC activities,,Female,,,IRC,All Locations,LOC: Kfarchima,5,Mount Lebanon,LBN32,Baabda,21009,Kfar Chima,Yes,UNHCR,Protection,1,0,1,0,0,Beirut & Mt.Lebanon
1408729669,2015,Jan,1/1/2015,2144655981,Protection,PRT -2.2. Community self-management,PRT-2.2.1. Train Cmty-based protection (Cada),# individuals trained on community based protection,# individuals trained on community based protection,DisSyr - # individuals trained on community based protection,DisSyr,,,,AMEL,Cadastral Area,Haret Hreik,5,Mount Lebanon,LBN32,Baabda,21006,Haret Hreik,Yes,UNHCR,Livelihoods,60,60,0,0,60,Beirut & Mt.Lebanon
1408729669,2015,Feb,1/2/2015,2144655987,Protection,PRT -2.2. Community self-management,PRT-2.2.1. Train Cmty-based protection (Cada),# individuals trained on community based protection,# individuals trained on community based protection,Female - # individuals trained on community based protection,,Female,,,AMEL,Cadastral Area,Haret Hreik,5,Mount Lebanon,LBN32,Baabda,21006,Haret Hreik,Yes,UNHCR,Livelihoods,81,0,81,0,0,Beirut & Mt.Lebanon
1408729669,2015,Jan,1/1/2015,2144655988,Protection,PRT -2.2. Community self-management,PRT-2.2.1. Train Cmty-based protection (Cada),# individuals trained on community based protection,# individuals trained on community based protection,Male - # individuals trained on community based protection,,Male,,,AMEL,Cadastral Area,Haret Hreik,5,Mount Lebanon,LBN32,Baabda,21006,Haret Hreik,Yes,UNHCR,Livelihoods,40,0,40,0,0,Beirut & Mt.Lebanon
1680204288,2015,Feb,1/2/2015,2144655999,Protection,PRT -2.2. Community self-management,PRT-2.2.1. Train Cmty-based protection (Site),# individuals trained on collective site managementand coordination,# individuals trained on collective site managementand coordination,Female - # individuals trained on collective site managementand coordination,,Female,,,CONCERN,All Locations,IS: Ouadi El-Jamous 010,2,Akkar,LBN51,Aakar,35004,Ouadi El-Jamous,No,Independent,Protection,8,0,8,0,0,Akkar
559158133,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Youmine 034,3,Baalbek-El Hermel,LBN21,Baalbek,53035,Youmine,Yes,Independent,Protection,12,12,0,0,12,Bekaa
1371700487,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Marj BG 035,6,Bekaa,LBN24,West Bekaa,52014,Marj BG,Yes,Independent,Protection,1,1,0,0,1,Bekaa
916121643,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Merkebta 051,4,North,LBN55,Miniyeh-Danniyeh,37027,Merkebta,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
72202854,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Saadnayel 022,6,Bekaa,LBN25,Zahleh,51055,Saadnayel,Yes,Independent,Protection,326,326,0,0,326,Bekaa
1715991918,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Minie 003,4,North,LBN55,Miniyeh-Danniyeh,37020,Minie,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
1396169209,2015,Feb,1/2/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Merkebta 001,4,North,LBN55,Miniyeh-Danniyeh,37027,Merkebta,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
1566413486,2015,Feb,1/2/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,PU-AMI,All Locations,IS: Najjariyé 001,8,South,LBN61,Saida,61016,Najjariye,Yes,UNHCR,Shelter,0,0,0,0,0,South
1484764371,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Merkebta 016,4,North,LBN55,Miniyeh-Danniyeh,37027,Merkebta,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
1738094956,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,PU-AMI,All Locations,IS: Bissariyé 019,8,South,LBN61,Saida,61018,Bissariye,Yes,UNHCR,Shelter,1,1,0,0,1,South
1117641713,2015,Feb,1/2/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,PU-AMI,All Locations,LOC: Wastani,8,South,LBN61,Saida,61001,Saida El-Oustani,Yes,UNHCR,Shelter,2,2,0,0,2,South
1530627195,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Merkebta 040,4,North,LBN55,Miniyeh-Danniyeh,37027,Merkebta,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
1307462450,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Youmine 027,3,Baalbek-El Hermel,LBN21,Baalbek,53035,Youmine,Yes,Independent,Protection,66,66,0,0,66,Bekaa
702229417,2015,Feb,1/2/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Merkebta 090,4,North,LBN55,Miniyeh-Danniyeh,37027,Merkebta,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
1692245288,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Youmine 021,3,Baalbek-El Hermel,LBN21,Baalbek,53035,Youmine,Yes,Independent,Protection,37,37,0,0,37,Bekaa
1376443315,2015,Jan,1/1/2015,2144656040,Protection,PRT -2.2. Community self-management,PRT-2.2.2. Est. Cmty self-mgnt Struc(Sites),# community-self management structures established,"# community-self management structures established (IS, CC, CS)","DisSyr - # community-self management structures established (IS, CC, CS)",DisSyr,,,,NRC,All Locations,IS: Merkebta 038,4,North,LBN55,Miniyeh-Danniyeh,37027,Merkebta,Yes,Independent,Protection,1,1,0,0,1,North (Tripoli)
