"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"11694","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/06/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Camp"
"11695","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Camp"
"11696","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/05/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Camp"
"11697","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/12/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Camp"
"11698","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/04/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Host Community"
"11699","# of SYRIAN_BOYS_IN_URBAN benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/05/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Urban"
"11700","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Camp"
"11701","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/06/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Host Community"
"11702","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/04/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Urban"
"11703","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/04/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Camp"
"11704","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/05/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Host Community"
"11705","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/11/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Camp"
"11706","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/05/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Urban"
"11707","# of SYRIAN_BOYS_IN_URBAN benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/11/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Urban"
"11708","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/06/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Host Community"
"11709","# of SYRIAN_BOYS_IN_URBAN benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/07/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Urban"
"11710","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/10/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Urban"
"11711","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/11/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Host Community"
"11712","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/07/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Camp"
"11713","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/06/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Urban"
"11714","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Host Community"
"11715","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/12/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Camp"
"11716","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",19,"WVI","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Host Community"
"11717","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Urban"
"11718","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/11/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Host Community"
"11719","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/09/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Camp"
"11720","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",9,"WVI","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Host Community"
"11721","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/09/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Host Community"
"11722","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/05/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Camp"
"11723","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Host Community"
"11724","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/12/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Host Community"
"11725","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/12/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Urban"
"11726","# of SYRIAN_BOYS_IN_URBAN benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/10/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Urban"
"11727","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/10/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Host Community"
"11728","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/08/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Urban"
"11729","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"WVI","01/07/2015","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Camp"
"11730","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",11,"WVI","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Host Community"
"11731","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Camp"
"11732","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",5,"WVI","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Girls","Urban"
"11733","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"WVI","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF2.2.4]Social Cohesion","North","EDUCATION","AJLOUN","Boys","Camp"
"11734","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Host Community"
"11735","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Camp"
"11736","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Urban"
"11737","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",108,"Taghyeer","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Host Community"
"11738","# of SYRIAN_BOYS_IN_URBAN benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Urban"
"11739","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",16,"Taghyeer","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Urban"
"11740","# of SYRIAN_BOYS_IN_URBAN benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Urban"
"11741","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Camp"
"11742","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Host Community"
"11743","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Urban"
"11744","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Camp"
"11745","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Camp"
"11746","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Host Community"
"11747","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Host Community"
"11748","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Urban"
"11749","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Camp"
"11750","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Urban"
"11751","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Camp"
"11752","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Host Community"
"11753","# of SYRIAN_BOYS_IN_URBAN benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Urban"
"11754","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Camp"
"11755","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Camp"
"11756","# of SYRIAN_GIRLS_IN_URBAN benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Urban"
"11757","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",106,"Taghyeer","01/06/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Host Community"
"11758","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Camp"
"11759","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/04/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Host Community"
"11760","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Camp"
"11761","# of BOYS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Host Community"
"11762","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Host Community"
"11763","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Host Community"
"11764","# of SYRIAN_BOYS_IN_CAMPS benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/01/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Camp"
"11765","# of SYRIAN_BOYS_IN_URBAN benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/02/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Urban"
"11766","# of GIRLS_IN_HOST_COMMUNITY benefitting from schools which promote social cohesion","# of girls",4,"Taghyeer","01/03/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Host Community"
"11767","# of SYRIAN_BOYS_IN_URBAN benefitting from schools which promote social cohesion","# of boys",0,"Taghyeer","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Boys","Urban"
"11768","# of SYRIAN_GIRLS_IN_CAMPS benefitting from schools which promote social cohesion","# of girls",0,"Taghyeer","01/05/2016","Indirect Implementation","UNICEF","Yes","[REF2.2.4]Social Cohesion","Central","EDUCATION","BALQA","Girls","Camp"
