"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"51772","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"51773","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"51774","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"51775","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"51776","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"51777","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",6,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"51778","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",18,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"51779","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"51780","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"51781","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51782","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"51783","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51784","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"51785","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51786","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"51787","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51788","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"51789","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51790","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"51791","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"51792","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",4,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Host Community"
"51793","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51794","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Urban"
"51795","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"51796","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Host Community"
"51797","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",9,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51798","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",26,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"51799","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"51800","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"51801","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"51802","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"51803","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51804","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"51805","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Boys","Host Community"
"51806","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Urban"
"51807","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Host Community"
"51808","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Girls","Host Community"
"51809","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"51810","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",6,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51811","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",9,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Urban"
"51812","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51813","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51814","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",11,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Women","Urban"
"51815","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","BALQA","Men","Host Community"
"51816","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",71,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"51817","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"51818","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Women","Urban"
"51819","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Urban"
"51820","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Host Community"
"51821","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"51822","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Urban"
"51823","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"51824","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",7,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Host Community"
"51825","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"51826","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",29,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Urban"
"51827","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"51828","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"51829","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Host Community"
"51830","# of vaccinations provided to SYRIAN_GIRLS_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Urban"
"51831","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"51832","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
"51833","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Women","Urban"
"51834","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Host Community"
"51835","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"51836","# of vaccinations provided to SYRIAN_WOMEN_IN_URBAN","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Women","Urban"
"51837","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"51838","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"51839","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/05/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"51840","# of vaccinations provided to GIRLS_IN_HOST_COMMUNITY","#",0,"Caritas","01/04/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Girls","Host Community"
"51841","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"51842","# of vaccinations provided to MEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"51843","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",0,"Caritas","01/06/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"51844","# of vaccinations provided to SYRIAN_MEN_IN_URBAN","#",27,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Urban"
"51845","# of vaccinations provided to BOYS_IN_HOST_COMMUNITY","#",33,"Caritas","01/01/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Host Community"
"51846","# of vaccinations provided to WOMEN_IN_HOST_COMMUNITY","#",0,"Caritas","01/02/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Men","Host Community"
"51847","# of vaccinations provided to SYRIAN_BOYS_IN_URBAN","#",0,"Caritas","01/03/2016","Direct Implementation","Caritas","Yes","[REF1.1.1]Comm. Disease Mngt / EPI services","Central","HEALTH","ZARQA","Boys","Urban"
