"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"49173","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49174","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"49175","# of SYRIAN_WOMEN_IN_URBAN receiving food assistance","# women",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Women","Urban"
"49176","% of SYRIAN_GIRLS_IN_CAMPS with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Camp"
"49177","% of GIRLS_IN_HOST_COMMUNITY with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"49178","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"49179","% of SYRIAN_WOMEN_IN_CAMPS with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Women","Camp"
"49181","% of SYRIAN_GIRLS_IN_URBAN with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Urban"
"49182","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",27926,"WVI","01/09/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"49183","% of SYRIAN_BOYS_IN_CAMPS with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Camp"
"49184","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49185","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",20728,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"49186","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",18350,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49187","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49188","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",12955,"WVI","01/08/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49189","% of BOYS_IN_HOST_COMMUNITY with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"49190","# of SYRIAN_GIRLS_IN_URBAN receiving food assistance","# girls",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Urban"
"49191","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"49192","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49194","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49195","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"49196","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49197","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",21376,"WVI","01/08/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"49198","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",0,"WVI","01/01/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"49199","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",21376,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"49200","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",20728,"WVI","01/08/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"49201","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",12955,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49202","# of SYRIAN_MEN_IN_CAMPS receiving food assistance","# men",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Camp"
"49203","%  of MEN_IN_HOST_COMMUNITY with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49204","# of SYRIAN_WOMEN_IN_CAMPS receiving food assistance","# women",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Women","Camp"
"49205","# of SYRIAN_GIRLS_IN_CAMPS  receiving food assistance","# girls",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Camp"
"49206","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",13091,"WVI","01/09/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49207","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",29360,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"49208","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49209","%  of SYRIAN_MEN_IN_URBAN with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Urban"
"49210","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/04/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"49211","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",9716,"WVI","01/08/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49212","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",0,"WVI","01/03/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49213","# of SYRIAN_BOYS_IN_CAMPS receiving food assistance","# boys",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Camp"
"49214","#  of SYRIAN_MEN_IN_URBAN receiving food assistance","# men",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Urban"
"49215","#  of MEN_IN_HOST_COMMUNITYreceiving food assistance","# men",13763,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49216","% of SYRIAN_WOMEN_IN_URBAN with acceptable food consumption","%",0,"WVI","01/07/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Women","Urban"
"49217","# of WOMEN_IN_HOST_COMMUNITY receiving food assistance","# women",0,"WVI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Men","Host Community"
"49218","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/02/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"49220","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",28799,"WVI","01/09/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"49222","# of BOYS_IN_HOST_COMMUNITY receiving food assistance","# boys",30277,"WVI","01/05/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Boys","Host Community"
"49223","# of GIRLS_IN_HOST_COMMUNITY receiving food assistance","# girls",0,"WVI","01/06/2016","Indirect Implementation","None - Fund direct from Donors","Yes","[REF 1.1.1]Food Assistance",(unknown),"FOOD","Countrywide","Girls","Host Community"
"56435","# of SYRIAN_WOMEN_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",20,"QRC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Women","Camp"
"56436","# of BOYS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Host Community"
"56437","# of SYRIAN_BOYS_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Urban"
"56438","# of MEN_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Host Community"
"56439","# of SYRIAN_MEN_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Urban"
"56440","# of SYRIAN_MEN_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Urban"
"56441","# of GIRLS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Host Community"
"56442","# of WOMEN_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Host Community"
"56443","# of SYRIAN_WOMEN_IN_URBAN provided with lifesaving, secondary and tertiary care","#",42,"QRC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Women","Urban"
"56444","# of SYRIAN_WOMEN_IN_URBAN provided with lifesaving, secondary and tertiary care","#",1,"QRC","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Women","Urban"
"56445","# of WOMEN_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Host Community"
"56446","# of SYRIAN_WOMEN_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",24,"QRC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Women","Camp"
"56447","# of BOYS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Host Community"
"56448","# of GIRLS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Host Community"
"56449","# of SYRIAN_GIRLS_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Urban"
"56450","# of SYRIAN_BOYS_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Camp"
"56451","# of SYRIAN_BOYS_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Urban"
"56452","# of SYRIAN_GIRLS_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",1,"QRC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Camp"
"56453","# of WOMEN_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Host Community"
"56454","# of SYRIAN_MEN_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Camp"
"56455","# of SYRIAN_GIRLS_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Camp"
"56456","# of SYRIAN_WOMEN_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",21,"QRC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Women","Camp"
"56457","# of SYRIAN_WOMEN_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Women","Urban"
"56458","# of BOYS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Host Community"
"56459","# of SYRIAN_BOYS_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Camp"
"56460","# of SYRIAN_BOYS_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Camp"
"56461","# of BOYS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Host Community"
"56462","# of SYRIAN_WOMEN_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",2,"QRC","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Women","Camp"
"56463","# of SYRIAN_WOMEN_IN_URBAN provided with lifesaving, secondary and tertiary care","#",7,"QRC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Women","Urban"
"56464","# of SYRIAN_GIRLS_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",2,"QRC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Camp"
"56465","# of GIRLS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Host Community"
"56466","# of SYRIAN_BOYS_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Urban"
"56467","# of SYRIAN_WOMEN_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Women","Urban"
"56468","# of SYRIAN_MEN_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Urban"
"56469","# of SYRIAN_MEN_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Camp"
"56470","# of MEN_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Host Community"
"56471","# of SYRIAN_BOYS_IN_URBAN provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Urban"
"56472","# of SYRIAN_MEN_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Camp"
"56473","# of SYRIAN_GIRLS_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",8,"QRC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Camp"
"56474","# of GIRLS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Host Community"
"56475","# of SYRIAN_GIRLS_IN_URBAN provided with lifesaving, secondary and tertiary care","#",5,"QRC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Urban"
"56476","# of MEN_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Host Community"
"56477","# of SYRIAN_BOYS_IN_CAMPS provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Camp"
"56478","# of GIRLS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Host Community"
"56479","# of SYRIAN_GIRLS_IN_URBAN provided with lifesaving, secondary and tertiary care","#",1,"QRC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Urban"
"56480","# of BOYS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Boys","Host Community"
"56481","# of GIRLS_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Girls","Host Community"
"56482","# of WOMEN_IN_HOST_COMMUNITY provided with lifesaving, secondary and tertiary care","#",0,"QRC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF1.2.5]Secondary/Tertiary Referrals",(unknown),"HEALTH","Countrywide","Men","Host Community"
