"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"34","# of SYRIAN_GIRLS_IN_CAMPS provided with new arrival kits","#",682,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"35","# of SYRIAN_GIRLS_IN_CAMPS provided with new arrival kits","#",794,"NRC","01/09/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"37","# of SYRIAN_GIRLS_IN_CAMPS provided with new arrival kits","#",2851,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"39","# of SYRIAN_GIRLS_IN_CAMPS provided with new arrival kits","#",682,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"40","# of SYRIAN_GIRLS_IN_CAMPS provided with new arrival kits","#",611,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"41","# of SYRIAN_MEN_IN_CAMPS provided with new arrival kits","#",395,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"42","# of SYRIAN_MEN_IN_CAMPS provided with new arrival kits","#",2880,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"43","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",3268,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"44","# of SYRIAN_GIRLS_IN_CAMPS provided with new arrival kits","#",870,"NRC","01/08/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"45","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",3880,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"46","# of SYRIAN_GIRLS_IN_CAMPS provided with new arrival kits","#",532,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"47","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",3008,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"50","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",710,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"51","# of SYRIAN_MEN_IN_CAMPS provided with new arrival kits","#",465,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"52","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",645,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"55","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",835,"NRC","01/09/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"56","# of SYRIAN_BOYS_IN_CAMPS provided with new arrival kits","#",804,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.1]New Arrival kits in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"170","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",13074,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"171","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",11613,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"172","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",15400,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"173","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",2591,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"174","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",6392,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"175","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",14060,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"176","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",2423,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"177","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",6947,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"178","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",13971,"NRC","01/08/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"179","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",15882,"NRC","01/08/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"180","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",6490,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"181","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",16641,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"184","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",56729,"NRC","01/09/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"185","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",16420,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"187","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",16682,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"189","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",15546,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"191","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",8745,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"195","# of SYRIAN_MEN_IN_CAMPS provided with replenishment/replacement kits","#",15584,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"196","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",8288,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"198","# of SYRIAN_WOMEN_IN_CAMPS provided with replenishment/replacement kits","#",12268,"NRC","01/09/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"199","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",20669,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"200","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",3275,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"201","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",20999,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"202","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",17760,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"204","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",19589,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"205","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",3090,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"206","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",20615,"NRC","01/08/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"207","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",16774,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"210","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",11613,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"211","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",19599,"NRC","01/08/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"212","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",56729,"NRC","01/09/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"213","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",19853,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"215","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",11559,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"217","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",56729,"NRC","01/09/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"219","# of SYRIAN_GIRLS_IN_CAMPS provided with replenishment/replacement kits","#",19901,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"221","# of SYRIAN_BOYS_IN_CAMPS provided with replenishment/replacement kits","#",20948,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.2]Replenishment/ replacement kits","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"4837","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",16420,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"4841","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"4843","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",20948,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"4844","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",16641,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"4845","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",19589,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"4846","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"4847","# of SYRIAN_WOMEN_IN_CAMPS provided with winterization packages","#",16682,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"4848","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",19853,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"4851","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",20669,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"4854","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",15400,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"4855","# of SYRIAN_MEN_IN_CAMPS provided with winterization packages","#",19901,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"4856","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"4857","# of SYRIAN_BOYS_IN_CAMPS provided with winterization packages","#",20999,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Boys","Camp"
"4858","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",0,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"4859","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",15546,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"4860","# of SYRIAN_GIRLS_IN_CAMPS provided with winterization packages","#",15584,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.4]Winterization needs in Camps","North","BASICNEEDS","ZaatariCamp","Girls","Camp"
"11996","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",157,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12002","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",21,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12005","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",170,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12010","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",22,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12011","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",146,"NRC","01/01/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12012","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",29,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12013","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",166,"NRC","01/09/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12014","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",19,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12016","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",24,"NRC","01/09/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12022","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",16,"NRC","01/03/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12023","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",173,"NRC","01/02/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12025","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",22,"NRC","01/08/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12027","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",23,"NRC","01/04/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12028","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",27,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12030","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",105,"NRC","01/06/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12034","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",111,"NRC","01/05/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12036","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",172,"NRC","01/08/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12039","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",143,"NRC","01/07/2016","Indirect Implementation","UNHCR","Yes","[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12040","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",32,"UNWOMEN","01/08/2016",(unknown),(unknown),(unknown),"[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12041","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",102,"UNWOMEN","01/07/2016",(unknown),(unknown),(unknown),"[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12042","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",31,"UNWOMEN","01/07/2016",(unknown),(unknown),(unknown),"[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12043","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",69,"UNWOMEN","01/09/2016",(unknown),(unknown),(unknown),"[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12044","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",81,"UNWOMEN","01/08/2016",(unknown),(unknown),(unknown),"[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
"12045","# of SYRIAN_MEN_IN_CAMPS receiving cash-for-work","#",30,"UNWOMEN","01/02/2016",(unknown),(unknown),(unknown),"[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Men","Camp"
"12046","# of SYRIAN_WOMEN_IN_CAMPS receiving cash-for-work","#",104,"UNWOMEN","01/06/2016",(unknown),(unknown),(unknown),"[REF2.1.6]Incentive Based Volunteering Camps","North","BASICNEEDS","ZaatariCamp","Women","Camp"
